DATE,MONTH,YEAR,DAY,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,ON.STREET.NAME,CROSS.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,WEATHER,NUMBER.OF.ACCIDENT
7/20/2012,Jul,2012,Friday,22,QUEENS,11103,40.756236,-73.9123975,48 STREET,NEWTOWN ROAD,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/20/2012,Jul,2012,Friday,19,QUEENS,11374,40.7199762,-73.8652369,65 AVENUE,WOODHAVEN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Cloudy,0
7/20/2012,Jul,2012,Friday,8,QUEENS,11101,40.7337618,-73.9374216,REVIEW AVENUE,37 STREET,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,UNKNOWN,UNKNOWN,Fog,0
7/20/2012,Jul,2012,Friday,6,MANHATTAN,10035,40.8057361,-73.9406446,EAST 125 STREET,MADISON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,OTHER,Fog,0
7/20/2012,Jul,2012,Friday,9,BRONX,10457,40.8392682,-73.9038169,CLAREMONT PARKWAY,PARK AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),Cloudy,0
7/20/2012,Jul,2012,Friday,16,MANHATTAN,10023,40.7717807,-73.9791936,WEST 65 STREET,CENTRAL PARK WEST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,LIVERY VEHICLE,BUS,Clean,0
7/20/2012,Jul,2012,Friday,18,MANHATTAN,10018,40.7528955,-73.9892442,WEST 37 STREET,7 AVENUE,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,VAN,TAXI,Rain,0
7/20/2012,Jul,2012,Friday,18,MANHATTAN,10017,40.7566073,-73.976502,EAST 48 STREET,MADISON AVENUE,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,SPORT UTILITY / STATION WAGON,VAN,Rain,1
7/20/2012,Jul,2012,Friday,7,MANHATTAN,10017,40.7528008,-73.9792862,MADISON AVENUE,EAST 42 STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,MOTORCYCLE,TAXI,Cloudy,0
7/20/2012,Jul,2012,Friday,13,MANHATTAN,10038,40.7095234,-74.0016664,DOVER STREET,PEARL STREET,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,Fog,0
7/20/2012,Jul,2012,Friday,14,QUEENS,11101,40.7400682,-73.935449,31 PLACE,49 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,OTHER,OTHER,Cloudy,0
7/21/2012,Jul,2012,Saturday,23,QUEENS,11428,40.7159588,-73.7456406,JAMAICA AVENUE,212 PLACE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,1
7/21/2012,Jul,2012,Saturday,18,BRONX,10472,40.8347693,-73.8699408,ROSEDALE AVENUE,EAST 174 STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
7/21/2012,Jul,2012,Saturday,5,QUEENS,11101,40.7446585,-73.9485231,JACKSON AVENUE,21 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,TAXI,Fog,0
7/21/2012,Jul,2012,Saturday,18,MANHATTAN,10024,40.7845371,-73.9735961,COLUMBUS AVENUE,WEST 83 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
7/21/2012,Jul,2012,Saturday,6,MANHATTAN,10012,40.7236863,-73.9964752,LAFAYETTE STREET,PRINCE STREET,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,LARGE COM VEH(6 OR MORE TIRES),TAXI,Cloudy,0
7/21/2012,Jul,2012,Saturday,18,QUEENS,11416,40.6818583,-73.8467133,93 STREET,103 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
7/22/2012,Jul,2012,Sunday,12,MANHATTAN,10016,40.7466818,-73.9744953,EAST 37 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Fog,0
7/22/2012,Jul,2012,Sunday,14,BROOKLYN,11201,40.6889031,-73.9809286,FLATBUSH AVENUE EXTENSION,FULTON STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
7/22/2012,Jul,2012,Sunday,17,BROOKLYN,11238,40.6877301,-73.9569865,GREENE AVENUE,FRANKLIN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
7/22/2012,Jul,2012,Sunday,14,MANHATTAN,10003,40.7249321,-73.9903419,EAST 2 STREET,2 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,BICYCLE,Cloudy,1
7/22/2012,Jul,2012,Sunday,17,QUEENS,11432,40.7051481,-73.7956894,164 STREET,JAMAICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
7/22/2012,Jul,2012,Sunday,7,BROOKLYN,11217,40.6853239,-73.9807025,ATLANTIC AVENUE,3 AVENUE,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/23/2012,Jul,2012,Monday,13,BROOKLYN,11220,40.64824,-74.0140002,49 STREET,3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Cloudy,0
7/23/2012,Jul,2012,Monday,20,QUEENS,11422,40.6801661,-73.7331438,130 AVENUE,234 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Cloudy,0
7/23/2012,Jul,2012,Monday,18,QUEENS,11377,40.7599599,-73.8982209,69 STREET,30 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PICK-UP TRUCK,Clean,0
7/23/2012,Jul,2012,Monday,10,QUEENS,11372,40.7568039,-73.8736557,JUNCTION BOULEVARD,NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/24/2012,Jul,2012,Tuesday,7,BROOKLYN,11207,40.6755991,-73.9006786,ATLANTIC AVENUE,WILLIAMS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/24/2012,Jul,2012,Tuesday,12,MANHATTAN,10018,40.7583771,-73.9943762,DYER AVENUE,WEST 41 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
7/24/2012,Jul,2012,Tuesday,10,BROOKLYN,11215,40.6731994,-73.9763223,7 AVENUE,CARROLL STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,Clean,0
7/24/2012,Jul,2012,Tuesday,16,MANHATTAN,10027,40.8077723,-73.9454833,WEST 125 STREET,LENOX AVENUE,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,PASSENGER VEHICLE,PICK-UP TRUCK,Clean,0
7/24/2012,Jul,2012,Tuesday,16,MANHATTAN,10036,40.7572323,-73.9897922,WEST 42 STREET,8 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,TAXI,SPORT UTILITY / STATION WAGON,Clean,0
7/24/2012,Jul,2012,Tuesday,8,MANHATTAN,10003,40.7369617,-73.9845089,3 AVENUE,EAST 20 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
7/24/2012,Jul,2012,Tuesday,21,BROOKLYN,11222,40.7304639,-73.9514819,MCGUINNESS BOULEVARD,GREENPOINT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,PASSENGER VEHICLE,Cloudy,0
7/24/2012,Jul,2012,Tuesday,13,QUEENS,11101,40.7440288,-73.9261524,QUEENS BOULEVARD,39 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,UNKNOWN,PASSENGER VEHICLE,Cloudy,0
7/25/2012,Jul,2012,Wednesday,13,MANHATTAN,10023,40.7698492,-73.9843135,COLUMBUS AVENUE,WEST 60 STREET,0,0,0,0,0,0,0,0,Other Electronic Device,Fatigued/Drowsy,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/25/2012,Jul,2012,Wednesday,11,MANHATTAN,10033,40.8480389,-73.9328502,WEST 180 STREET,AUDUBON AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
7/25/2012,Jul,2012,Wednesday,20,QUEENS,11363,40.7653588,-73.7442823,NORTHERN BOULEVARD,DOUGLASTON PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/25/2012,Jul,2012,Wednesday,19,MANHATTAN,10016,40.7457274,-73.9781227,EAST 34 STREET,3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Cloudy,0
7/26/2012,Jul,2012,Thursday,16,BROOKLYN,11209,40.6198312,-74.0295626,4 AVENUE,90 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
7/26/2012,Jul,2012,Thursday,10,QUEENS,11385,40.7041785,-73.8895166,70 AVENUE,66 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/26/2012,Jul,2012,Thursday,9,MANHATTAN,10018,40.7583771,-73.9943762,DYER AVENUE,WEST 41 STREET,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,VAN,PICK-UP TRUCK,Fog,0
7/26/2012,Jul,2012,Thursday,11,BROOKLYN,11214,40.6057679,-73.9970433,20 AVENUE,84 STREET,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
7/26/2012,Jul,2012,Thursday,19,BROOKLYN,11207,40.688553,-73.9124432,HALSEY STREET,EVERGREEN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Cloudy,0
7/26/2012,Jul,2012,Thursday,1,BRONX,10466,40.8883914,-73.846653,EAST 231 STREET,LACONIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/26/2012,Jul,2012,Thursday,13,BROOKLYN,11211,40.7143843,-73.933443,METROPOLITAN AVENUE,VANDERVOORT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,SMALL COM VEH(4 TIRES),Clean,0
7/26/2012,Jul,2012,Thursday,12,BROOKLYN,11206,40.7080712,-73.9433213,GRAHAM AVENUE,MESEROLE STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,1
7/27/2012,Jul,2012,Friday,18,BROOKLYN,11236,40.6481022,-73.9147305,DITMAS AVENUE,REMSEN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
7/27/2012,Jul,2012,Friday,17,MANHATTAN,10013,40.7162809,-74.0045344,BROADWAY,WORTH STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/27/2012,Jul,2012,Friday,16,QUEENS,11373,40.7357535,-73.8805154,GOLDSMITH STREET,GRAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,UNKNOWN,UNKNOWN,Clean,0
7/27/2012,Jul,2012,Friday,19,BROOKLYN,11236,40.6319342,-73.9131984,EAST 77 STREET,PAERDEGAT 1 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/27/2012,Jul,2012,Friday,15,MANHATTAN,10003,40.7396742,-73.990946,EAST 20 STREET,5 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,TAXI,Clean,0
7/27/2012,Jul,2012,Friday,21,MANHATTAN,10003,40.7291862,-73.9872492,2 AVENUE,EAST 9 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,TAXI,TAXI,Clean,0
7/27/2012,Jul,2012,Friday,13,MANHATTAN,10010,40.7441866,-73.9918693,WEST 25 STREET,6 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,VAN,Cloudy,0
7/27/2012,Jul,2012,Friday,17,STATEN ISLAND,10310,40.6385428,-74.1073373,HENDERSON AVENUE,BARD AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,BICYCLE,Clean,1
7/28/2012,Jul,2012,Saturday,12,BROOKLYN,11226,40.6489241,-73.9493717,NOSTRAND AVENUE,SNYDER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Clean,0
7/28/2012,Jul,2012,Saturday,16,QUEENS,11355,40.7585505,-73.8296366,KISSENA BOULEVARD,MAIN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
7/28/2012,Jul,2012,Saturday,18,STATEN ISLAND,10304,40.5952985,-74.1103789,TODT HILL ROAD,CIRCLE ROAD,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
7/28/2012,Jul,2012,Saturday,0,MANHATTAN,10014,40.7416259,-74.006972,WEST 14 STREET,WASHINGTON STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
7/28/2012,Jul,2012,Saturday,10,BROOKLYN,11203,40.6511064,-73.9437986,CHURCH AVENUE,BROOKLYN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
7/28/2012,Jul,2012,Saturday,9,MANHATTAN,10031,40.8220183,-73.9536697,WEST 138 STREET,BROADWAY,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,BUS,PICK-UP TRUCK,Clean,0
7/28/2012,Jul,2012,Saturday,10,MANHATTAN,10024,40.7864855,-73.9721726,COLUMBUS AVENUE,WEST 86 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,TAXI,SMALL COM VEH(4 TIRES),Clean,0
7/29/2012,Jul,2012,Sunday,16,QUEENS,11416,40.6808791,-73.8579068,101 AVENUE,81 STREET,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
7/29/2012,Jul,2012,Sunday,17,QUEENS,11422,40.6590942,-73.7402817,243 STREET,MAYDA ROAD,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
7/29/2012,Jul,2012,Sunday,3,BROOKLYN,11213,40.6636039,-73.9343912,EMPIRE BOULEVARD,SCHENECTADY AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
7/29/2012,Jul,2012,Sunday,10,QUEENS,11102,40.7691244,-73.931316,30 DRIVE,14 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
7/30/2012,Jul,2012,Monday,21,QUEENS,11422,40.6549201,-73.7263863,HOOK CREEK BOULEVARD,FRANCIS LEWIS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
7/30/2012,Jul,2012,Monday,12,MANHATTAN,10065,40.7667172,-73.9691303,MADISON AVENUE,EAST 64 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,TAXI,Fog,0
7/30/2012,Jul,2012,Monday,8,MANHATTAN,10037,40.8082207,-73.9367194,EAST 130 STREET,PARK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
7/30/2012,Jul,2012,Monday,17,MANHATTAN,10075,40.773642,-73.9598555,LEXINGTON AVENUE,EAST 77 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,TAXI,LARGE COM VEH(6 OR MORE TIRES),Fog,0
7/31/2012,Jul,2012,Tuesday,9,MANHATTAN,10032,40.843502,-73.9379834,SAINT NICHOLAS AVENUE,WEST 172 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
7/31/2012,Jul,2012,Tuesday,15,MANHATTAN,10002,40.7199351,-73.9787516,COLUMBIA STREET,EAST HOUSTON STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,TAXI,Clean,0
7/31/2012,Jul,2012,Tuesday,11,BROOKLYN,11209,40.6293786,-74.0256616,77 STREET,4 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,TAXI,PASSENGER VEHICLE,Fog,0
7/31/2012,Jul,2012,Tuesday,16,BROOKLYN,11219,40.6401355,-73.997557,47 STREET,10 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,BUS,SPORT UTILITY / STATION WAGON,Clean,0
7/31/2012,Jul,2012,Tuesday,12,BROOKLYN,11211,40.7053507,-73.9624863,WILSON STREET,BEDFORD AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
8/1/2012,Aug,2012,Wednesday,15,QUEENS,11355,40.762362,-73.8147904,149 PLACE,41 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,VAN,Cloudy,0
8/1/2012,Aug,2012,Wednesday,16,MANHATTAN,10002,40.7190253,-73.9897692,DELANCEY STREET,ORCHARD STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,TAXI,Cloudy,0
8/1/2012,Aug,2012,Wednesday,14,BROOKLYN,11207,40.6618355,-73.8931046,PENNSYLVANIA AVENUE,NEW LOTS AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),Cloudy,0
8/1/2012,Aug,2012,Wednesday,17,MANHATTAN,10011,40.7483561,-74.0036885,WEST 24 STREET,10 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,Fog,0
8/1/2012,Aug,2012,Wednesday,17,MANHATTAN,10026,40.8050324,-73.9568204,MANHATTAN AVENUE,WEST 116 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,PASSENGER VEHICLE,Fog,0
8/1/2012,Aug,2012,Wednesday,19,STATEN ISLAND,10306,40.5704668,-74.1097619,HYLAN BOULEVARD,NEW DORP LANE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
8/2/2012,Aug,2012,Thursday,12,BRONX,10474,40.8123086,-73.8963599,LEGGETT AVENUE,GARRISON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PICK-UP TRUCK,UNKNOWN,Cloudy,0
8/2/2012,Aug,2012,Thursday,8,MANHATTAN,10002,40.7222418,-73.9862873,EAST HOUSTON STREET,ESSEX STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,1
8/2/2012,Aug,2012,Thursday,23,BROOKLYN,11216,40.6835816,-73.9539533,PUTNAM AVENUE,BEDFORD AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
8/3/2012,Aug,2012,Friday,17,STATEN ISLAND,10304,40.6107256,-74.0863419,TARGEE STREET,STEUBEN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
8/3/2012,Aug,2012,Friday,13,QUEENS,11355,40.7399214,-73.815127,KISSENA BOULEVARD,60 AVENUE,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
8/3/2012,Aug,2012,Friday,20,BROOKLYN,11234,40.6171461,-73.9180154,EAST 59 STREET,AVENUE O,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
8/3/2012,Aug,2012,Friday,16,QUEENS,11420,40.6822862,-73.808047,LINDEN BOULEVARD,134 STREET,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,1
8/3/2012,Aug,2012,Friday,20,BROOKLYN,11207,40.6765971,-73.8903771,ATLANTIC AVENUE,HENDRIX STREET,4,0,1,0,0,0,3,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,4
8/3/2012,Aug,2012,Friday,16,MANHATTAN,10027,40.8077723,-73.9454833,WEST 125 STREET,LENOX AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,PASSENGER VEHICLE,TAXI,Clean,0
8/3/2012,Aug,2012,Friday,0,STATEN ISLAND,10314,40.6037686,-74.1315683,BRADLEY AVENUE,WILLOWBROOK ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
8/3/2012,Aug,2012,Friday,9,BROOKLYN,11217,40.6875356,-73.9774963,FULTON STREET,ST FELIX STREET,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Clean,1
8/3/2012,Aug,2012,Friday,22,MANHATTAN,10036,40.759626,-73.9954735,WEST 42 STREET,10 AVENUE,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
8/3/2012,Aug,2012,Friday,20,MANHATTAN,10027,40.806469,-73.946438,WEST 123 STREET,LENOX AVENUE,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,VAN,UNKNOWN,Clean,0
8/3/2012,Aug,2012,Friday,8,BROOKLYN,11213,40.6714738,-73.9308686,UTICA AVENUE,STERLING PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,BUS,BUS,Clean,0
8/3/2012,Aug,2012,Friday,13,BROOKLYN,11237,40.7142083,-73.9281658,METROPOLITAN AVENUE,STEWART AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,UNKNOWN,MOTORCYCLE,Clean,1
8/3/2012,Aug,2012,Friday,8,MANHATTAN,10001,40.7484385,-73.996196,WEST 28 STREET,8 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,BUS,VAN,Clean,0
8/3/2012,Aug,2012,Friday,18,QUEENS,11429,40.7054121,-73.7341284,223 STREET,112 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
8/4/2012,Aug,2012,Saturday,18,STATEN ISLAND,10309,40.527667,-74.2302289,VETERANS ROAD WEST,TYRELLAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
8/4/2012,Aug,2012,Saturday,17,BRONX,10471,40.8985945,-73.8970899,BROADWAY,LAKEVIEW PLACE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
8/4/2012,Aug,2012,Saturday,11,QUEENS,11004,40.7453197,-73.7151883,256 STREET,UNION TURNPIKE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
8/4/2012,Aug,2012,Saturday,15,QUEENS,11373,40.7341354,-73.8691738,92 STREET,59 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,MOTORCYCLE,UNKNOWN,Clean,0
8/5/2012,Aug,2012,Sunday,4,BROOKLYN,11222,40.7323234,-73.9546088,MANHATTAN AVENUE,INDIA STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,BICYCLE,Cloudy,1
8/5/2012,Aug,2012,Sunday,20,MANHATTAN,10018,40.7589782,-73.9939358,WEST 42 STREET,DYER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Cloudy,0
8/5/2012,Aug,2012,Sunday,17,QUEENS,11420,40.6769993,-73.8196421,LEFFERTS BOULEVARD,115 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Fog,0
8/5/2012,Aug,2012,Sunday,23,QUEENS,11420,40.6812737,-73.8116157,130 STREET,LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
8/6/2012,Aug,2012,Monday,10,BROOKLYN,11230,40.6241708,-73.9704715,OCEAN PARKWAY,AVENUE J,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
8/6/2012,Aug,2012,Monday,15,QUEENS,11432,40.7051887,-73.8000534,160 STREET,90 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
8/6/2012,Aug,2012,Monday,18,BROOKLYN,11201,40.6918526,-73.9974902,STATE STREET,HICKS STREET,0,0,0,0,0,0,0,0,Other Vehicular,Physical Disability,TAXI,PASSENGER VEHICLE,Clean,0
